participantId,weeks,education,food,recreation,rent_adjustment,shelter,wages,savings
416,4,0,95.78209453,71.14444726,0,0,1269.81158,1102.885038
417,4,0,94.46967983,54.3790242,0,0,590.3948964,441.5461924
418,4,0,72.16241201,205.6913249,0,0,670.7787818,392.9250448
419,4,0,89.88183622,193.083729,0,0,525.4523084,242.4867432
420,4,0,59.98792349,0,0,0,806.5091666,746.5212431
421,4,0,67.79865556,195.4273008,0,0,1248.103954,984.8779976
422,4,0,103.735958,237.5928805,0,0,935.1575131,593.8286746
423,4,0,65.77394454,0,0,0,805.2313977,739.4574531
424,4,0,95.79264728,125.1937987,0,0,400,179.013554
425,4,0,94.90549289,96.25533493,0,0,674.0314716,482.8706438
426,4,0,101.2111802,107.2377559,0,0,848.1563788,639.7074427
427,4,0,94.8175333,199.2834207,0,0,1035.08023,740.9792765
428,4,0,68.00039442,0,0,0,801.8514801,733.8510857
429,4,0,57.60554826,90.22666556,0,0,1690.411413,1542.579199
430,4,0,101.0079271,289.0737252,0,0,528.5695411,138.4878889
431,4,0,88.66700621,154.6370769,0,0,660.823212,417.5191289
432,4,0,68.32167946,188.3918636,0,0,501.5585189,244.8449758
433,4,0,66.26253832,0,0,0,1406.452189,1340.189651
434,4,0,80.98025225,297.1128812,0,0,1203.896264,825.8031308
435,4,0,82.26902134,275.0483709,0,0,400,42.68260773
436,4,0,97.1332991,127.0648932,0,0,400,175.8018077
437,4,0,71.67974979,165.2252475,0,0,651.6991671,414.7941699
438,4,0,97.69070033,149.565936,0,0,824.8210614,577.5644251
439,4,0,100.1204506,294.2652303,0,0,566.9553364,172.5696555
440,4,0,61.86366105,16.16083868,0,0,807.2202119,729.1957121
441,4,0,135.2505358,158.5794631,0,0,400,106.1700011
442,4,0,95.20139337,182.5348214,0,0,1114.951793,837.2155787
443,4,0,94.42397836,88.95967341,0,0,400,216.6163482
444,4,0,61.04872625,0,0,0,1702.021205,1640.972479
445,4,0,103.2437334,152.8101241,0,0,1074.597334,818.5434768
446,4,0,67.08467274,0,0,0,1665.32926,1598.244588
447,4,0,70.13158119,179.4514567,0,0,790.1798367,540.5967988
448,4,0,61.41034648,61.3567588,0,0,806.7755988,684.0084935
449,4,0,105.8774627,205.7027958,0,0,776.6754325,465.0951741
450,4,0,63.47222388,82.08019127,0,0,627.729734,482.1773188
451,4,0,59.09162656,0,0,0,786.3267614,727.2351348
452,4,0,103.5830962,200.1901118,0,0,430.6398076,126.8665996
453,4,0,58.90353938,169.2330011,0,0,400,171.8634595
454,4,0,64.55470966,119.3606211,0,0,1339.694771,1155.77944
455,4,0,66.63974315,121.0389071,0,0,783.9447185,596.2660682
456,4,0,99.50936045,141.3155925,0,0,433.7814415,192.9564886
457,4,0,64.89099528,254.1903372,0,0,781.369979,462.2886464
458,4,0,58.46606305,93.92648059,0,0,776.2908974,623.8983538
459,4,0,103.5723549,194.2624967,0,0,1067.231347,769.3964956
460,4,0,95.80587636,55.42837043,0,0,556.9927767,405.7585299
461,4,0,69.40621842,0,0,0,1324.484801,1255.078582
462,4,0,80.31075023,270.7578319,0,0,400,48.93141782
463,4,0,98.17957139,174.2086258,0,0,748.2953767,475.9071795
464,4,0,74.51643688,170.997196,0,0,718.1018179,472.5881849
465,4,0,65.47892114,0,0,0,775.9636052,710.4846841
466,4,0,60.1237675,123.5559533,0,0,775.4303791,591.7506582
467,4,0,90.13138656,187.849394,0,0,626.3372409,348.3564604
468,4,0,100.2804601,122.0861662,0,0,618.8696075,396.5029812
469,4,0,67.49215958,123.3787552,0,0,1069.176539,878.3056243
470,4,0,65.29361884,0,0,0,570.1659373,504.8723184
471,4,0,69.8265527,0,0,0,1638.649978,1568.823425
472,4,0,72.60071284,176.7581498,0,0,519.1276667,269.7688041
473,4,0,58.19150411,128.6253505,0,0,1046.432651,859.6157966
474,4,0,71.67577583,0,0,0,1633.881373,1562.205598
475,4,0,77.39282723,250.5600045,0,0,1569.726928,1241.774097
476,4,0,68.60448824,32.75845199,0,0,771.4682515,670.1053112
477,4,0,99.7771773,162.1805256,0,0,610.9711266,349.0134237
478,4,0,76.59905049,49.81823037,0,0,1043.513747,917.0964658
479,4,0,104.8836023,258.3762797,0,0,404.2775643,41.01768225
480,4,0,64.78047147,67.02701353,0,0,769.1717758,637.3642908
481,4,0,103.7361526,213.0882329,0,0,521.8729427,205.0485573
482,4,0,63.61084903,147.353779,0,0,766.3320876,555.3674595
483,4,0,64.24784312,163.5632326,0,0,1542.805431,1314.994356
484,4,0,57.31490247,209.7290241,0,0,590.8306709,323.7867444
485,4,0,56.35231264,66.07232819,0,0,549.5754436,427.1508027
486,4,0,61.61126091,109.4413961,0,0,528.6309957,357.5783387
487,4,0,97.2978719,200.6771964,0,0,1014.627883,716.6528144
488,4,0,100.5289063,287.2867491,0,0,413.6343034,25.81864807
489,4,0,64.01056486,0,0,0,1322.171797,1258.161233
490,4,0,66.0739567,93.42934587,0,0,774.0770134,614.5737108
491,4,0,92.51653141,0,0,0,975.3941132,882.8775818
492,4,0,62.15028478,137.6957647,0,0,982.6235314,782.777482
493,4,0,93.74301474,257.869372,0,0,980.136403,628.5240163
494,4,0,67.68527647,0,0,0,767.7662453,700.0809688
495,4,0,99.28516539,198.4781159,0,0,609.3952664,311.6319851
496,4,0,67.1523426,0,0,0,754.0876157,686.9352731
497,4,0,108.9257603,414.8977153,0,0,400,123.8234756
498,4,0,100.3275419,175.6502237,0,0,600.6115369,324.6337713
499,4,0,76.84114761,113.3384917,0,0,1533.324966,1343.145326
500,4,0,59.84795058,96.45078712,0,0,752.4194625,596.1207248
501,4,0,98.99725164,231.394178,0,0,574.4723157,244.080886
502,4,0,97.51748152,227.9484336,0,0,606.0077368,280.5418217
503,4,0,93.25013278,133.3536392,0,0,404.1666667,177.5628947
504,4,0,63.53107257,69.52835408,0,0,750.4023972,617.3429706
505,4,0,98.52964732,202.3149243,0,0,746.3177197,445.4731481
506,4,0,75.80612754,161.1603508,0,0,1526.722874,1289.756396
507,4,0,67.39346266,162.3237147,0,0,500.8186554,271.101478
508,4,0,79.87244941,390.1222771,0,0,640.6104117,170.6156852
511,4,0,67.78808375,31.29925586,0,0,741.1560703,642.0687306
513,4,0,66.22382456,131.7126279,0,0,746.5004354,548.563983
515,4,0,90.4275767,91.86160936,0,0,724.2912462,542.0020601
516,4,0,97.46258607,242.1562565,0,0,692.412362,352.7935195
517,4,0,98.16035404,91.36919608,0,0,690.7244449,501.1948948
518,4,0,99.51774656,102.171055,0,0,682.2822767,480.5934751
519,4,0,110.6355951,304.7165881,0,0,538.2085651,122.8563818
520,4,0,63.57934884,173.182845,0,0,1281.618406,1044.856212
521,4,0,89.11788338,175.9371534,0,0,661.3289734,396.2739366
522,4,0,66.350503,61.93685582,0,0,500.31288,372.0255212
524,4,0,62.46139981,73.62274375,0,0,1279.76155,1143.677406
525,4,0,63.35503939,0,0,0,733.7672271,670.4121877
527,4,0,75.61919921,180.6579687,0,0,641.2508265,384.9736586
528,4,0,68.74852629,0,0,0,726.9477285,658.1992022
529,4,0,96.01336733,127.5178574,0,0,1444.011663,1220.480438
530,4,0,63.20325899,252.3791415,0,0,639.5210352,323.9386347
531,4,0,74.9462256,74.14201593,0,0,725.7488087,576.6605672
532,4,0,63.41429147,87.90685825,0,0,1486.662121,1335.340971
533,4,0,99.26485762,235.9868756,0,0,636.9736062,301.721873
534,4,0,69.04717226,139.4478738,0,0,1272.64218,1064.147134
535,4,0,98.62620792,79.43339532,0,0,1258.621229,1080.561626
536,4,0,67.22251696,209.9297923,0,0,724.104745,446.9524358
537,4,0,113.225554,304.7382483,0,0,528.3288174,110.3650151
538,4,0,100.5319669,148.6745287,0,0,1256.049581,1006.843085
540,4,0,101.796664,217.8034425,0,0,522.0561033,202.4559968
542,4,0,65.24389013,108.1412547,0,0,1267.824908,1094.439764
543,4,0,97.96962513,257.9121752,0,0,633.4175726,277.5357723
544,4,0,96.62312851,47.82856055,0,0,1236.614502,1092.162813
545,4,0,90.59108343,253.3942596,0,0,637.2620718,293.2767287
546,4,0,66.52122859,67.61322592,0,0,1251.020924,1116.88647
547,4,0,81.59356579,33.06794345,0,0,1248.872844,1134.211334
548,4,0,63.67650837,42.04644142,0,0,1248.851019,1143.128069
549,4,0,80.83580671,81.97573034,0,0,721.3359187,558.5243817
550,4,0,95.62973993,97.6196976,0,0,628.4712848,435.2218473
551,4,0,95.67815812,224.4513461,0,0,1428.599202,1108.469698
552,4,0,69.8828637,35.42127331,0,0,1436.363715,1331.059578
554,4,0,97.86379449,252.6199973,0,0,619.0854992,268.6017074
555,4,0,99.43761325,208.1970673,0,0,606.8521151,299.2174345
556,4,0,88.86078214,260.9729483,0,0,602.0170483,252.1833179
557,4,0,97.5611852,55.71147486,0,0,599.00316,445.7305
559,4,0,99.18189574,303.4201402,0,0,745.4316121,342.8295762
560,4,0,67.32885536,42.42010959,0,0,714.4519479,604.702983
561,4,0,64.33736734,130.2342033,0,0,707.7988619,513.2272913
562,4,0,65.53299195,126.0358641,0,0,1237.129955,1045.561099
563,4,0,129.1303113,269.4861756,0,0,1131.495372,732.8788847
564,4,0,69.791031,201.7906223,0,0,565.5686005,293.9869472
565,4,0,111.1218222,169.9385353,0,0,698.704016,417.6436584
566,4,0,76.74585318,130.8370909,0,0,607.0675137,399.4845695
569,4,0,98.19296116,151.6340525,0,0,586.5986564,336.7716428
570,4,0,72.32392941,253.3821807,0,0,1222.940847,897.2347368
571,4,0,85.56142445,324.1789514,0,0,580.9289521,171.1885763
573,4,0,105.4391619,108.2556583,0,0,504.7806419,291.0858218
576,4,0,73.93261112,131.694154,0,0,773.0752293,567.4484642
578,4,0,117.1113491,334.5946632,0,0,499.7784099,48.07239762
579,4,0,68.91442935,151.2555844,0,0,737.4239363,517.2539225
581,4,0,91.01679152,182.0343928,0,0,1343.011218,1069.960034
582,4,0,95.1179712,241.1072671,0,0,580.2748285,244.0495902
583,4,0,98.13826476,152.6777272,0,0,1183.708559,932.8925666
584,4,0,68.23772463,68.04563656,0,0,1191.947928,1055.664567
585,4,0,67.81739035,108.8815595,0,0,1168.511389,991.8124387
586,4,0,69.4138206,0,0,0,709.4640599,640.0502393
587,4,0,97.37415248,118.2334057,0,0,567.5474589,351.9399007
588,4,0,96.52501134,154.4590541,0,0,563.1011785,312.117113
590,4,0,57.74513987,56.88051067,0,0,557.7819811,443.1563305
591,4,0,69.05059305,54.50283434,0,0,1153.799674,1030.246247
592,4,0,69.63185725,61.27349163,0,0,1374.168992,1243.263643
593,4,0,101.7141186,189.8277041,0,0,496.2872748,204.7454521
594,4,0,65.47732786,165.5113761,0,0,1354.167822,1123.179118
596,4,0,72.97964223,148.4696431,0,0,1030.527428,809.0781422
597,4,0,101.5202807,60.72576449,0,0,560.9759469,398.7299018
598,4,0,65.30773458,46.99483006,0,0,701.7859944,589.4834298
600,4,0,118.8078304,435.1530287,0,0,819.5541482,265.5932891
601,4,0,75.3858558,227.9134066,0,0,542.1025055,238.8032431
606,4,0,64.99249994,190.3242753,0,0,541.2270866,285.9103113
607,4,0,95.9336867,215.541171,0,0,524.4294299,212.9545721
608,4,0,72.94218776,210.4060275,0,0,522.5864338,239.2382186
609,4,0,65.26101107,25.22629457,0,0,1148.683299,1058.195993
610,4,0,91.45422919,176.9575865,0,0,1177.198232,908.7864166
612,4,0,82.52497243,50.04434644,0,0,1099.580357,967.0110382
613,4,0,59.72705753,154.7700534,0,0,520.9097715,306.4126605
614,4,0,69.2485487,70.94366414,0,0,692.12494,551.9327272
616,4,0,92.71644771,214.4198,0,0,520.3021553,213.1659076
618,4,0,60.19167098,115.9461082,0,0,688.933456,512.7956768
619,4,0,76.70458944,0,0,0,686.3324284,609.627839
620,4,0,114.7627231,165.6860393,0,0,619.0428948,338.5941323
622,4,0,125.0722682,237.9728933,0,0,1053.541487,690.4963253
623,4,0,98.88616473,72.92050631,0,0,517.5437053,345.7370343
624,4,0,127.4448401,123.3213217,0,0,1047.128809,796.3626472
625,4,0,99.38810135,149.8867171,0,0,522.8606802,273.5858617
626,4,0,111.2121782,185.5521121,0,0,977.2804143,680.5161239
627,4,0,67.79789846,212.7892632,0,0,1109.963551,829.3763895
630,4,0,69.29188748,328.6961555,0,0,1094.307921,696.3198777
631,4,0,65.57517381,226.0033337,0,0,680.4280982,388.8495907
632,4,0,67.31122899,13.72631615,0,0,1097.16143,1016.123885
633,4,0,68.36491042,313.7549395,0,0,1313.981312,931.861462
635,4,0,56.70034846,253.9451247,0,0,1168.390573,857.7450994
636,4,0,63.04219337,0,0,0,675.9659393,612.9237459
637,4,0,57.60554826,191.2331737,0,0,1091.717298,842.878576
638,4,0,66.19039705,141.4162561,0,0,656.0228009,448.4161478
640,4,0,68.58997114,39.40728179,0,0,780.1286439,672.1313909
642,4,0,61.83097303,56.47947854,0,0,655.5874963,537.2770447
644,4,0,65.73946965,60.09515525,0,0,649.2194244,523.3847995
645,4,0,64.6956009,48.46726941,0,0,1293.461003,1180.298133
646,4,0,76.57443133,188.7863437,0,0,851.267857,585.9070819
648,4,0,98.52459249,186.6513005,0,0,1069.935842,784.7599493
649,4,0,68.88706311,109.3566923,0,0,655.7322763,477.4885208
650,4,0,68.24484121,77.54096961,0,0,1141.830375,996.0445642
651,4,0,67.29635269,34.40635085,0,0,655.483594,553.7808904
652,4,0,99.27964991,210.839179,0,0,729.5087301,419.3899012
654,4,0,119.9963551,142.1390641,0,0,787.1363075,525.0008882
656,4,0,67.14056235,160.160524,0,0,1068.453749,841.1526631
659,4,0,86.37037536,327.6137439,0,0,1030.637051,616.6529317
660,4,0,57.51302383,176.4269594,0,0,989.4465502,755.5065669
661,4,0,64.13173462,361.3684775,0,0,642.4108638,216.9106517
662,4,0,68.39399311,84.20647525,0,0,1267.191385,1114.590916
664,4,0,66.47895835,68.10680787,0,0,639.1091114,504.5233451
665,4,0,68.32819201,41.63064319,0,0,636.124003,526.1651678
666,4,0,67.50627532,167.2272697,0,0,1054.22963,819.4960852
667,4,0,70.54080109,133.3985342,0,0,636.0585973,432.119262
669,4,0,61.26380624,160.8623026,0,0,633.003405,410.8772961
671,4,0,59.27097254,143.6072855,0,0,626.8032735,423.9250155
672,4,0,69.17599508,112.8714714,0,0,976.2357377,794.1882712
673,4,0,69.06225535,37.44094203,0,0,476.0094388,369.5062414
674,4,0,71.77594931,197.4475469,0,0,470.368832,201.1453359
675,4,0,97.58489566,246.2039887,0,0,458.388395,114.5995107
676,4,0,71.37756418,13.01911644,0,0,626.7979305,542.4012498
677,4,0,67.32885536,22.38839117,0,0,620.8995816,531.1823351
678,4,0,113.0870472,230.5524608,0,0,515.4793428,171.8398347
679,4,0,74.48914116,93.89776757,0,0,478.8732066,310.4862978
680,4,0,60.91283365,242.490906,0,0,474.191937,170.7881973
681,4,0,99.10701462,299.5383788,0,0,461.151608,62.50621453
682,4,0,64.61421326,219.5796654,0,0,453.065271,168.8713924
683,4,0,67.35764238,89.03091859,0,0,1280.437926,1124.049365
684,4,0,88.45957812,73.62903274,0,0,1052.896317,890.807706
685,4,0,71.02950642,125.8155147,0,0,948.6997809,751.8547598
686,4,0,56.93379795,199.1762466,0,0,659.4588339,403.3487894
687,4,0,71.47228674,246.3501479,0,0,400,82.17756539
688,4,0,94.33038524,268.9817087,0,0,451.9221725,88.61007858
689,4,0,88.85961115,223.6390677,0,0,916.9563914,604.4577125
690,4,0,67.96036023,358.9803948,0,0,459.4611342,32.52037917
691,4,0,99.23619229,107.6483266,0,0,1014.927072,808.0425536
692,4,0,88.32563558,195.0307314,0,0,998.5963007,715.2399336
693,4,0,65.38270352,72.6413732,0,0,442.2316067,304.20753
694,4,0,96.75573534,140.7481569,0,0,436.7498622,199.24597
695,4,0,89.74898387,154.0984503,0,0,912.3570424,668.5096082
696,4,0,98.90266204,314.3341494,0,0,892.4250284,479.188217
697,4,0,69.12885297,349.4292239,0,0,400,18.55807689
698,4,0,127.447284,0,0,0,887.5471936,760.0999096
699,4,0,66.56649252,0,0,0,614.9947811,548.4282886
700,4,0,79.88597771,145.7536422,0,0,425.644068,200.0044481
701,4,0,92.68614394,88.60318795,0,0,438.4986193,257.2092874
702,4,0,62.2899704,0,0,0,1042.024353,979.7343822
703,4,0,95.89061593,202.5676312,0,0,422.2227118,123.7644647
704,4,0,63.22532089,161.6825136,0,0,400,175.0921655
705,4,0,131.2372368,115.4588097,0,0,404.1666667,157.4706201
706,4,0,93.0431063,107.1029608,0,0,420.3571146,220.2110474
707,4,0,70.88164402,0,0,0,616.7351471,545.853503
708,4,0,97.41007284,115.6862365,0,0,416.4576954,203.3613861
709,4,0,67.58623346,73.98221403,0,0,612.7398377,471.1713902
710,4,0,64.60437882,99.30692424,0,0,1026.77432,862.8630167
711,4,0,56.70034846,0,0,0,865.8381436,809.1377952
712,4,0,61.10017424,0,0,0,611.7806262,550.6804519
713,4,0,56.93379795,0,0,0,1025.042306,968.1085076
714,4,0,107.3824688,432.3849524,0,0,848.3161284,308.5487072
715,4,0,63.11170677,211.5989731,0,0,932.9330027,658.2223229
716,4,0,66.18069674,121.7374776,0,0,1024.010688,836.0925132
717,4,0,65.64727009,0,0,0,604.6105241,538.963254
718,4,0,115.0348433,0,0,0,667.8117518,552.7769085
719,4,0,106.7409216,217.3463582,0,0,400,75.91272023
720,4,0,113.8314748,429.4592669,0,0,426.5864496,116.7042921
721,4,0,62.26647317,0,0,0,1011.665811,949.3993381
722,4,0,66.31572152,259.0818355,0,0,414.2674052,88.8698481
723,4,0,56.70034846,0,0,0,601.3309254,544.6305769
724,4,0,68.74852629,38.50747135,0,0,462.4647778,355.2087801
725,4,0,97.96254695,156.3481351,0,0,416.1044513,161.7937693
726,4,0,72.1042067,91.67055605,0,0,411.1041748,247.3294121
727,4,0,107.5607733,263.9953345,0,0,780.4822034,408.9260956
728,4,0,68.36994397,118.0842083,0,0,454.8718785,268.4177263
729,4,0,95.83624751,170.1506958,0,0,401.6370736,135.6501303
730,4,0,71.48278008,240.4666288,0,0,400,88.05059111
731,4,0,94.47892352,179.5843682,0,0,881.8578218,607.7945301
732,4,0,65.57517381,88.03935771,0,0,1238.387787,1084.773255
733,4,0,56.86672475,86.59753606,0,0,447.6982355,304.2339747
734,4,0,67.08174077,93.40489292,0,0,811.3092106,650.8225769
735,4,0,63.53944421,34.71764385,0,0,440.8244355,342.5673474
736,4,0,70.35587117,23.70909153,0,0,604.7718051,510.7068424
737,4,0,96.42490288,127.2083167,0,0,721.5284781,497.8952585
738,4,0,91.56632105,139.8093937,0,0,514.0700723,282.6943575
739,4,0,67.99161553,74.96496911,0,0,400,257.0434154
740,4,0,58.08924084,206.9444892,0,0,401.4566732,136.4229432
741,4,0,63.65536554,19.09470412,0,0,602.4858135,519.7357438
742,4,0,65.56139472,0,0,0,595.3814588,529.820064
743,4,0,68.32819201,25.43240875,0,0,1011.640814,917.880213
744,4,0,57.74513987,119.6841083,0,0,400.9453423,223.5160941
745,4,0,64.69790354,173.1998974,0,0,598.9757398,361.0779388
746,4,0,85.5574896,216.2769713,0,0,400,98.16553914
747,4,0,66.75338906,64.44869945,0,0,592.557748,461.3556595
748,4,0,102.1139872,0,0,0,796.278754,694.1647668
749,4,0,63.54749465,0,0,0,591.315153,527.7676583
750,4,0,69.05699359,0,0,0,1006.463088,937.4060949
751,4,0,98.00290574,302.0667823,0,0,877.8747766,477.8050886
752,4,0,98.83358537,0,0,0,895.0203999,796.1868145
753,4,0,92.60149836,37.72569534,0,0,809.4985291,679.1713354
754,4,0,66.9868268,0,0,0,988.3915551,921.4047283
755,4,0,90.50106593,128.3568879,0,0,400,181.1420462
758,4,0,64.48803147,0,0,0,586.5041394,522.0161079
759,4,0,113.2406837,193.8061688,0,0,529.2860627,222.2392103
763,4,0,77.46496557,91.38693914,0,0,1196.494575,1027.64267
764,4,0,69.90931869,134.8352609,0,0,576.8867651,372.1421855
765,4,0,106.9386341,255.6486228,0,0,1142.153132,779.5658749
766,4,0,95.65163147,144.8489403,0,0,566.5912202,326.0906484
767,4,0,63.22693204,244.8513596,0,0,579.4259586,271.347667
769,4,0,68.71181991,26.56783988,0,0,1240.254583,1144.974924
770,4,0,95.65561911,345.6318063,0,0,952.6084394,511.321014
772,4,0,127.6424,216.9126724,0,0,716.9391268,372.3840543
775,4,0,70.23343117,184.3520543,0,0,557.6922353,303.1067498
776,4,0,76.51950683,349.687948,0,0,976.5152187,550.3077639
777,4,0,80.43830082,62.51870363,0,0,570.3833876,427.4263831
778,4,0,97.57886395,201.188809,0,0,560.482385,261.7147121
779,4,0,58.26532381,219.6194423,0,0,569.7087622,291.8239961
781,4,0,67.11513994,152.974325,0,0,567.83696,347.7474951
782,4,0,63.65536554,135.5849241,0,0,769.6818466,570.4415569
783,4,0,100.2903978,36.57452965,0,0,557.0001177,420.1351903
784,4,0,103.8694609,113.7372952,0,0,550.8583997,333.2516436
786,4,0,67.44055372,0,0,0,567.5561276,500.1155739
787,4,0,64.6089395,85.20915026,0,0,564.276393,414.4583033
788,4,0,97.433524,157.159967,0,0,555.176599,300.583108
795,4,0,97.8103317,109.768478,0,0,549.2756294,341.6968197
796,4,0,65.16963798,160.8536081,0,0,554.3647196,328.3414735
797,4,0,62.29042225,198.756525,0,0,550.5997668,289.5528196
798,4,0,96.15245155,114.2454356,0,0,738.0787254,527.6808382
800,4,0,68.71181991,0,0,0,1225.353758,1156.641939
801,4,0,66.87469512,137.8271258,0,0,1182.052246,977.3504248
803,4,0,70.56143954,29.82075521,0,0,563.6347437,463.252549
804,4,0,94.88892972,140.2511171,0,0,544.034038,308.8939912
805,4,0,62.9897861,115.1610309,0,0,560.323133,382.172316
807,4,0,60.52595508,26.90617398,0,0,558.7761059,471.3439769
809,4,0,99.20763371,191.418207,0,0,543.5955119,252.9696712
810,4,0,67.61389867,62.73516788,0,0,558.3334798,427.9844132
811,4,0,67.50627532,88.07392754,0,0,1193.287464,1037.707262
812,4,0,90.63299973,115.0096917,0,0,543.5457164,337.9030249
813,4,0,68.82821442,216.4565442,0,0,531.9000446,246.615286
814,4,0,105.0269901,192.1068722,0,0,956.7743465,659.6404842
815,4,0,101.1929176,273.3661454,0,0,533.0603936,158.5013306
819,4,0,61.22891428,127.159966,0,0,1173.020048,984.631168
820,4,0,67.57068583,117.3992939,0,0,976.3559329,791.3859531
821,4,0,61.51993716,53.11822325,0,0,557.2195287,442.5813683
822,4,0,56.86672475,37.17827347,0,0,552.909945,458.8649468
823,4,0,61.53600011,64.80850076,0,0,1159.281345,1032.936844
826,4,0,98.88616473,91.59736365,0,0,1125.080643,934.5971146
829,4,0,69.24677112,106.0361243,0,0,557.5208894,382.237994
830,4,0,63.79257459,117.4030679,0,0,959.9788979,778.7832554
833,4,0,60.08696577,194.5004153,0,0,553.8578171,299.270436
835,4,0,77.33602704,160.0323073,0,0,871.632666,634.2643316
836,4,0,65.6993119,261.0614927,0,0,546.7348828,219.9740782
837,4,0,67.78885357,95.82585773,0,0,545.5328731,381.9181618
838,4,0,81.14810625,81.03725776,0,0,953.7998743,791.6145103
840,4,0,100.3654026,282.7268923,0,0,942.3368315,559.2445366
841,4,0,96.32156559,67.3301054,0,0,1101.423686,937.7720151
843,4,0,67.15496051,148.9990849,0,0,707.2002322,491.0461868
844,4,0,98.91766726,161.2615649,0,0,942.4522333,682.2730011
845,4,0,69.5661247,8.021794238,0,0,541.5718373,463.9839184
848,4,0,100.9184898,219.9942271,0,0,1111.984242,791.0715251
849,4,0,67.54073346,193.0340028,0,0,753.9741393,493.399403
850,4,0,61.74510429,131.3865232,0,0,904.157338,711.0257105
851,4,0,107.9692101,131.5809487,0,0,936.27287,696.7227111
852,4,0,61.23250749,114.4147771,0,0,538.1147154,362.4674308
854,4,0,66.75353368,100.0511009,0,0,949.1375988,782.3329642
857,4,0,113.0330911,259.03716,0,0,713.611103,341.540852
861,4,0,104.1204674,52.73536834,0,0,898.8930284,742.0371927
863,4,0,109.3428027,142.7771672,0,0,868.3195786,616.1996087
865,4,0,71.57068583,176.3235752,0,0,537.552486,289.658225
866,4,0,129.4409997,123.9471203,0,0,786.7827803,533.3946603
868,4,0,59.68812622,177.0667441,0,0,879.7075206,642.9526502
869,4,0,106.5556105,136.3756411,0,0,1109.962618,867.0313662
870,4,0,107.4762269,335.3231321,0,0,734.6165321,291.817173
871,4,0,59.95878067,106.176539,0,0,1110.007225,943.871905
873,4,0,70.5743386,59.56606706,0,0,932.8467101,802.7063044
874,4,0,77.45904065,337.5976299,0,0,835.6884772,420.6318067
877,4,0,102.6119878,87.07154915,0,0,898.3554103,708.6718734
878,4,0,101.678735,108.4035312,0,0,874.992161,664.9098948
879,4,0,73.70572587,236.604427,0,0,879.5978724,569.2877196
880,4,0,62.76917928,53.08912881,0,0,888.7053343,772.8470262
881,4,0,97.21687423,131.6576503,0,0,797.9130831,569.0385586
882,4,0,62.96534636,122.4307623,0,0,1094.121974,908.7258656
888,4,0,61.24855514,142.7475948,0,0,1094.108813,890.1126632
889,4,0,69.54549004,90.1905313,0,0,906.3668081,746.6307868
890,4,0,101.2867,207.2576712,0,0,978.3406647,669.7962936
891,4,0,91.9802037,90.61049663,0,0,1037.582907,854.9922068
893,4,0,107.4528171,254.4560028,0,0,929.8792219,567.970402
894,4,0,99.20763371,97.97268082,0,0,813.8549454,616.6746309
895,4,0,65.46252942,226.497029,0,0,795.1960622,503.2365038
898,4,0,100.9503307,181.056139,0,0,893.9205917,611.9141221
899,4,0,74.53289405,80.88624808,0,0,871.2355726,715.8164304
903,4,0,68.89262493,58.60905041,0,0,887.3419808,759.8403055
904,4,0,62.95895193,75.99607154,0,0,886.4734856,747.5184622
905,4,0,102.3747604,93.01581956,0,0,780.1700608,584.7794808
906,4,0,112.6760084,279.8310847,0,0,554.3170831,161.80999
908,4,0,101.2215338,38.33941877,0,0,777.6215417,638.0605892
910,4,0,67.35860817,288.149301,0,0,762.2872794,406.7793702
912,4,0,104.2997838,145.6506915,0,0,825.1629602,575.212485
913,4,0,62.26253832,19.39423925,0,0,884.3334411,802.6766635
914,4,0,59.69198746,81.09800571,0,0,1067.798673,927.0086796
915,4,0,112.5601449,225.4862926,0,0,630.7911464,292.7447089
916,4,0,107.9704471,238.0583384,0,0,760.5653521,414.5365666
917,4,0,101.2635935,109.426046,0,0,760.5190321,549.8293926
918,4,0,58.19150411,177.8593424,0,0,936.0627588,700.0119122
921,4,0,65.86134468,155.3415863,0,0,725.9950064,504.7920754
922,4,0,57.31490247,0,0,0,879.554215,822.2393125
926,4,0,62.0261648,0,0,0,515.3902309,453.3640661
927,4,0,66.45723781,0,0,0,869.0488249,802.5915871
928,4,0,95.17076191,109.8439502,0,0,751.1990258,546.1843138
929,4,0,113.4350745,77.06855471,0,0,404.1666667,213.6630374
930,4,0,59.2963523,0,0,0,510.4455129,451.1491606
931,4,0,121.0498575,154.7012009,0,0,437.1603747,161.4093163
932,4,0,96.5142176,263.658409,0,0,463.14219,102.9695634
933,4,0,67.42801234,36.59960969,0,0,507.7864718,403.7588498
934,4,0,97.63903445,154.7531142,0,0,942.3979421,690.0057934
935,4,0,101.4294977,147.1025229,0,0,457.1877977,208.6557771
936,4,0,65.99820828,27.90126542,0,0,854.3666295,760.4671558
937,4,0,67.0809724,133.7854157,0,0,854.2903758,653.4239877
938,4,0,66.56649252,91.23607143,0,0,400,242.1974361
939,4,0,81.7116449,243.9533217,0,0,400,74.33503335
940,4,0,108.3208327,56.99337441,0,0,633.9639232,468.6497161
941,4,0,71.94037041,136.0934245,0,0,706.22799,498.1941951
942,4,0,127.8251674,148.0501298,0,0,452.4310316,176.5557345
943,4,0,65.56139472,182.4906757,0,0,740.0141279,491.9620575
944,4,0,75.55749781,170.8397797,0,0,661.8578769,415.4605994
